species,totalCount
Oxalis latifolia,392
Fragaria nubicola,131
Lantana indica,280
Leucas suffruticosa,346
Pergularia daemia,282
Themeda triandra,5
Abutilon ranadei,33
Costus woodsonii,193
Ericeia inangulata,36
Silybum marianum,46
Strobilanthes alternata,133
Aethopyga vigorsii,1079
Anser indicus,4191
Boenninghausenia albiflora,182
Boiga westermanni,168
Corchorus trilocularis,123
Datura ferox,131
Dendrobium aqueum,241
Dombeya burgessiae,194
Eurystomus orientalis,1071
Firmiana colorata,2350
Habenaria intermedia,160
Indotyphlops porrectus,86
Lawsonia inermis,1017
Mirabilis jalapa,2581
Pericrocotus ethologus,515
Phyllanthus amarus,2309
Prinia socialis,5092
Solanum nigrum,973
Trigonella foenum-graecum,389
Indosticta deccanensis,5
Palpoctenidia phoenicosoma,60
Psarisomus dalhousiae,341
Caprolagus hispidus,47
Cyphostemma setosum,52
Hemicordulia asiatica,260
Lucilia sericata,175
Margaritaria indica,262
Odontotermes obesus,9
Otus spilocephalus,194
Pandanus tectorius,28
Dromas ardeola,107
Hibiscus diversifolius,8
Anisomeles malabarica,56
Ariadne merione,17322
Bradina melanoperas,19
Chromolaena odorata,4707
Dicaeum concolor,758
Dicaeum erythrorhynchos,999
Eleusine indica,827
Hypocala deflorata,311
Hypocolius ampelinus,46
Nyctyornis athertoni,2706
Ocyceros birostris,7067
Psammophilus blanfordanus,2140
Xanthodes intersepta,271
Dendrobium moschatum,455
Hypsipetes leucocephalus,465
Minervarya caperata,764
Oxyopes kohaensis,139
Sphingomorpha chlorea,462
Tadehagi triquetrum,472
Trichuriella monsoniae,348
Euphlyctis mudigere,154
Phyllochoreia ramakrishnai,122
Arhopala bazalus,78
Ctenoplusia albostriata,222
Pavetta blanda,25
Radhica flavovittata,137
Taphozous theobaldi,196
Aegithina tiphia,4231
Anthus rufulus,2289
Azanus jesous,1930
Beaucarnea recurvata,559
Cethosia nietneri,521
Ciconia episcopus,4777
Euonymus grandiflorus,14
Ficus arnottiana,1435
Holigarna arnottiana,475
Nicoteba betonica,563
Notocrypta paralysos,1195
Pelargonium hortorum,265
Pelopidas subochracea,676
Ratufa bicolor,776
Solanum melongena,456
Thunbergia laurifolia,132
Zeuxine gracilis,201
Agrostistachys indica,70
Oreochromis niloticus,37
Pterothysanus laticilia,158
Pyralis farinalis,72
Syzygium calophyllifolium,193
Calamaria pavimentata,154
Dipcadi saxorum,66
Euphorbia leucocephala,103
Lagerstroemia parviflora,530
Parnassius hardwickii,201
Eristalinus quinquelineatus,73
Onthophagus ceylonicus,145
Amerila astreus,945
Boiga trigonata,1600
Chlorophytum nimmonii,158
Cosmos sulphureus,858
Dendrelaphis girii,337
Eremopterix griseus,2401
Leucauge decorata,851
Mammea suriga,338
Onychargia atrocyana,5338
Osbeckia brachystemon,204
Parus cinereus,3204
Phaulopsis imbricata,84
Pseudagrion hypermelas,580
Pycnonotus flaviventris,1053
Quercus floribunda,95
Rhabdophis himalayanus,475
Sphagneticola calendulacea,760
Sturnus vulgaris,718
Artemisia vulgaris,122
Atrophaneura varuna,270
Blachia denudata,75
Carassius auratus,69
Danaus melanippus,394
Impatiens violacea,182
Lithocarpus pachyphyllus,4
Psittiparus ruficeps,167
Zephyranthes carinata,480
Halictus lucidipennis,17
Pyracantha crenulata,162
Hemidactylus aaronbaueri,133
Lagerstroemia floribunda,3
Pomatorhinus erythrogenys,60
Rubus fairholmianus,76
Theridula gonygaster,199
Vandeleuria oleracea,144
Aplocheilus lineatus,925
Ficus exasperata,1360
Funambulus sublineatus,190
Hedychium gardnerianum,261
Hibiscus schizopetalus,343
Lycodon hypsirhinoides,420
Ploceus benghalensis,741
Polydesma boarmioides,226
Tinospora cordifolia,1169
Trametes versicolor,347
Vachellia nilotica,3309
Cyornis poliogenys,249
Erinocarpus nimmonii,344
Lathyrus oleraceus,406
Pomatorhinus horsfieldii,326
Sedum morganianum,23
Trimeresurus mutabilis,105
Ahaetulla anomala,221
Capparis moonii,308
Cupressus torulosa,60
Cyclanthera pedata,97
Harutalcis atrostipata,203
Hydrocotyle verticillata,0
Issoria lathonia,125
Ocimum americanum,70
Prunus avium,435
Stercorarius pomarinus,65
Trapa natans,34
Ablepharus grayanus,101
Drosophila melanogaster,13
Annona reticulata,580
Anthracoceros coronatus,2303
Autocharis fessalis,523
Brumoides suturalis,54
Caprona ransonnettii,1847
Cyrtodactylus albofasciatus,630
Delias belladonna,1129
Diplacodes lefebvrii,1461
Dodona durga,735
Globba sessiliflora,49
Habenaria dentata,140
Lysimachia arvensis,384
Mallotus nudiflorus,588
Neope pulaha,350
Pergesa acteus,1727
Prinia hodgsonii,957
Pseudophilautus kani,932
Renanthera imschootiana,434
Certhia himalayana,46
Coelogyne barbata,178
Cynoglossum zeylanicum,601
Dendrocitta leucogastra,194
Houttuynia cordata,162
Megalogomphus flavicolor,150
Pseudoborbo bevani,690
Cookeina tricholoma,35
Dysoxylum malabaricum,265
Lyriothemis bivittata,78
Mystus tengara,119
Picumnus innominatus,131
Syzygium gardneri,86
Chrysopogon aciculatus,142
Delias agostina,135
Dichanthium annulatum,103
Eublepharis satpuraensis,127
Glossocardia bidens,54
Meranoplus bicolor,121
Myiomela leucura,131
Raorchestes kadalarensis,92
Accipiter trivirgatus,467
Aloe vera,3196
Amnirana nicobariensis,374
Asota plana,781
Boswellia serrata,527
Circus macrourus,567
Clerodendrum thomsoniae,104
Elaeocarpus venustus,9
Falco amurensis,1506
Hemidactylus platyurus,178
Lonchura punctulata,8121
Macaranga peltata,2729
Paragomphus lineatus,2099
Stegodyphus mirandus,199
Syzygium hemisphericum,172
Ticherra acte,430
Trichonephila clavata,287
Tupaia nicobarica,102
Zygonyx iris,794
Cantao ocellatus,246
Clematis cadmia,1
Bufotes latastii,367
Carcharhinus leucas,93
Datura wrightii,101
Fumaria parviflora,73
Gomphidia kodaguensis,11
Microgomphus souteri,52
Miliusa eriocarpa,123
Oenanthe javanica,179
Phyllanthus lawii,288
Tabernaemontana rostrata,2
Micrixalus gadgili,154
Trochalopteron fairbanki,151
Xenogryllus marmoratus,75
Amathuxidia amythaon,154
Aphnaeus syama,247
Bombax insigne,1101
Brettus cingulatus,997
Chonemorpha fragrans,446
Cornus macrophylla,85
Cursorius coromandelicus,981
Dalzellia ceylanica,87
Elymnias nesaea,1092
Euphaea fraseri,2272
Flacourtia indica,544
Galerida malabarica,981
Gorsachius melanolophus,61
Hevea brasiliensis,702
Leucauge tessellata,48
Pavonia zeylanica,108
Perdicula erythrorhyncha,67
Pterospermum xylocarpum,239
Troides aeacus,435
Clinteria imperialis,89
Elymnias pealii,115
Mucuna atropurpurea,88
Rumex nepalensis,75
Camponotus rufoglaucus,179
Curetis siva,156
Emberiza stewarti,77
Garrulus glandarius,172
Peltophorum africanum,130
Tarlmounia elliptica,190
Chadisra bipars,155
Spizixos canifrons,133
Alcedo atthis,10347
Andrographis paniculata,868
Appias libythea,2924
Cajanus cajan,502
Colotis amata,3929
Commiphora caudata,625
Craspedocephalus strigatus,207
Dioscorea tomentosa,14
Elaeocarpus variabilis,139
Hopea parviflora,604
Platycephalus indicus,119
Platypleura polita,353
Pycnonotus striatus,172
Rostratula benghalensis,849
Scirpophaga incertulas,637
Vachellia tortilis,223
Albizia myriophylla,42
Chilobrachys assamensis,160
Cisticola exilis,19
Dierna patibulum,57
Hibiscus surattensis,670
Indirana beddomii,149
Tagiades parra,29
Cinnamomum camphora,169
Andrographis lawsonii,20
Arna bipunctapex,116
Litsea glutinosa,200
Aphanamixis polystachya,1033
Appias albina,2538
Careya arborea,4056
Cryptostegia grandiflora,456
Gasteracantha geminata,1374
Grypotyphlops acutus,595
Herona marathus,124
Libythea myrrha,1495
Loris lydekkerianus,496
Nyctibatrachus petraeus,703
Phanera vahlii,1321
Pinus kesiya,419
Pyralis pictalis,618
Rathinda amor,8217
Sesbania bispinosa,46
Gekko verreauxi,168
Lilium wallichianum,9
Microhyla kodial,111
Orthosiphon pallidus,163
Polyura schreiber,91
Taraka hamada,284
Lethe atkinsonia,376
Xenocatantops humilis,200
Abutilon hirtum,10
Castilla elastica,163
Echeveria elegans,149
Nasturtium officinale,103
Persicaria hydropiper,151
Adenia hondala,177
Argynnis hyperbius,1664
Arnetta atkinsoni,280
Artocarpus altilis,1522
Artocarpus hirsutus,2116
Biancaea sappan,725
Cissus quadrangularis,868
Euploea sylvester,1062
Hemidactylus treutleri,193
Hestinalis nama,398
Loepa katinka,1263
Minervarya rufescens,1129
Monotropa uniflora,210
Nettapus coromandelianus,858
Phintella vittata,3814
Rhinacanthus nasutus,529
Riparia chinensis,262
Sinomicrurus macclellandi,451
Spermacoce hispida,625
Strobilanthes pavala,617
Tritaxis beddomei,167
Trithemis aurora,16812
Amata bicincta,137
Barleria buxifolia,532
Cnemaspis mysoriensis,769
Devario malabaricus,102
Dysgonia stuposa,284
Genianthus micranthus,143
Argyreia hirsuta,52
Hygroryza aristata,201
Micrixalus nelliyampathi,406
Piper longum,59
Plantago major,243
Ristella beddomii,522
Adansonia digitata,1925
Asparagus racemosus,1338
Chliaria othona,1870
Curcuma pseudomontana,215
Dysphania percota,3444
Garra stenorhynchus,46
Hermetia illucens,1662
Lepidagathis incurva,207
Perina nuda,241
Pethia conchonius,308
Pseudagrion decorum,5286
Semnopithecus hypoleucos,1851
Sphaeranthus indicus,494
Tachybaptus ruficollis,4620
Thyrassia subcordata,152
Tribulus terrestris,691
Unkana ambasa,97
Wrightia tinctoria,6790
Abutilon pannosum,5
Dalima schistacearia,208
Dendrobium jerdonianum,325
Gloydius himalayanus,407
Nagadeba indecoralis,87
Catreus wallichii,345
Cyrba ocellata,19
Geophila repens,249
Zeuzera multistrigata,193
Alysicarpus monilifer,289
Ducula bicolor,189
Eutropis tytleri,222
Psittacula finschii,213
Synclera traducalis,30
Acanthus ilicifolius,535
Apis cerana,2785
Athene brama,9532
Caltoris canaraica,184
Cordia sinensis,293
Cyrtophora cicatrosa,486
Dolichandrone arcuata,171
Epipremnum aureum,1789
Gnidia glauca,1231
Graphium agamemnon,14925
Irena puella,2436
Larus fuscus,572
Lycodon anamallensis,993
Merremia emarginata,347
Minervarya granosa,248
Olax psittacorum,153
Opuntia elatior,194
Pheidologeton diversus,179
Polyalthia suberosa,1433
Pycnarmon cribrata,255
Spilopelia chinensis,8192
Tephrosia villosa,41
Turdus boulboul,374
Vulpes vulpes,1296
Ximenia americana,203
Zesius chrysomallus,645
Ailurus fulgens,126
Ancema ctesia,317
Calandrella cheleensis,6
Dendrocopos himalayensis,368
Meiogyne pannosa,164
Micrixalus silvaticus,258
Mycalesis malsara,358
Arthroschista hilaralis,352
Boleophthalmus boddarti,305
Persicaria barbata,65
Podranea brycei,382
Acacia mearnsii,118
Agriocnemis splendidissima,188
Cyperus alternifolius,147
Impatiens scabrida,37
Mercurana myristicapalustris,188
Raorchestes resplendens,531
Rhaphicera moorei,28
Amblonyx cinereus,287
Crateva adansonii,760
Digera muricata,118
Etroplus suratensis,670
Euphorbia tithymaloides,760
Hemidesmus indicus,1482
Hemiechinus collaris,36
Ipomoea nil,513
Iraota timoleon,1460
Mortonagrion aborense,809
Nyctibatrachus kumbara,504
Nyctibatrachus sanctipalustris,207
Plutella xylostella,411
Sphenomorphus dussumieri,4264
Terminalia phillyreifolia,12
Toona ciliata,768
Vitessa suradeva,109
Viverricula indica,1017
Zizina otis,8375
Bactrocera dorsalis,193
Chrysilla lauta,545
Eurrhyparodes tricoloralis,469
Endotricha melanobasis,69
Gymnothorax favagineus,88
Spermacoce alata,60
Synoicus chinensis,141
Vanellus leucurus,191
Chiasmia eleonora,221
Neoscona mukerjei,20
Aethopyga nipalensis,746
Alstonia macrophylla,347
Danaus chrysippus,45601
Graphium eurypylus,679
Holoptelea integrifolia,3716
Ischnura rubilio,6398
Milvus migrans,7836
Musa acuminata,156
Senegalia torta,302
Uropeltis rubrolineata,301
Volkameria inermis,96
Appias lalage,146
Chiasmia nora,956
Crotalaria agatiflora,23
Dahlia pinnata,60
Diospyros lanceifolia,108
Litsea cubeba,118
Maliattha signifera,577
Anax imperator,28
Philoliche longirostris,203
Vaccinium neilgherrense,8
Carthamus tinctorius,80
Dayella malabarica,148
Dicliptera bupleuroides,2
Dionaea muscipula,124
Hedyotis purpurascens,251
Yucca gloriosa,73
Burhinus indicus,1659
Calotes grandisquamis,471
Carrhotus viduus,2072
Circus melanoleucos,36
Cordia boissieri,159
Cuscuta reflexa,722
Dillenia bracteata,187
Elephas maximus,11172
Gyps fulvus,94
Lepidagathis cristata,766
Lepidochelys olivacea,1548
Nothosaerva brachiata,21
Nyctibatrachus grandis,701
Origanum majorana,158
Parus xanthogenys,250
Vanellus duvaucelii,1178
Aciagrion pallidum,284
Amolops marmoratus,181
Beta vulgaris,212
Buchanania axillaris,327
Endostemon viscosus,178
Ephippiorhynchus asiaticus,1933
Glyphodes stolalis,341
Laudakia agrorensis,155
Micrixalus nigraventris,206
Piliostigma malabaricum,278
Uropeltis ceylanica,105
Egnasia mesotypa,10
Pamburus missionis,289
Torenia travancorica,8
Ventilago maderaspatana,181
Anthus sylvanus,44
Heptapleurum venulosum,256
Tatobotys janapalis,196
Tylotropidius varicornis,123
Vinca major,137
Aeschynomene americana,117
Ahaetulla dispar,517
Anoplolepis gracilipes,749
Appias galba,197
Baccaurea courtallensis,587
Calicnemia eximia,517
Cassia grandis,667
Crotalaria angulata,189
Crotalaria spectabilis,199
Ethope himachala,246
Globba andersonii,309
Glossocardia bosvallia,302
Lethe confusa,1529
Naxa textilis,215
Pangshura smithii,2640
Pontederia hastata,231
Scadoxus multiflorus,580
Sitana spinaecephalus,401
Stachytarpheta indica,425
Troglodytes troglodytes,86
Uropeltis woodmasoni,211
Vestalis gracilis,5688
Beilschmiedia wightii,204
Calvatia pyriformis,92
Platylestes platystylus,343
Psammophis condanarus,5
Dendrobium denudans,146
Gomphocarpus physocarpus,191
Typha angustifolia,169
Aristolochia bracteolata,41
Cascabela thevetia,1740
Coleus amboinicus,828
Dendrobium heyneanum,350
Euthalia patala,232
Gleditsia assamica,110
Lates calcarifer,51
Micrixalus saxicola,690
Noorda blitealis,40
Spindasis lohita,3987
Tetrameles nudiflora,945
Debregeasia longifolia,328
Humboldtia decurrens,280
Syzygium grande,198
Tirumala hamata,210
Gambusia affinis,104
Hygrophila ringens,76
Semecarpus kathalekanensis,39
Diospyros sylvatica,133
Gluta travancorica,173
Istiophorus platypterus,27
Ledebouria revoluta,154
Caprimulgus affinis,191
Coelognathus helena,3655
Colotis danae,3779
Ficedula nigrorufa,361
Funambulus pennantii,1470
Lonchura malacca,1652
Motacilla flava,2149
Mundulea sericea,284
Nanorana minica,138
Oenanthe deserti,515
Parantica aglea,7122
Sternula albifrons,234
Valeriana jatamansi,310
Zizeeria karsandra,8674
Aplocheilus panchax,323
Capparis zeylanica,1261
Ixora finlaysoniana,479
Polypedates bengalensis,404
Porpax braccata,64
Angulyagra oxytropis,187
Diplocentrum congestum,15
Scarus rubroviolaceus,72
Syzygium aqueum,278
Telinga misenus,76
Tephrosia strigosa,247
Trimeresurus septentrionalis,27
Zanthoxylum armatum,107
Ceropegia evansii,100
Heteropoda nilgirina,131
Canis lupus,398
Comostola pyrrhogona,407
Craspedocephalus gramineus,3254
Ficedula strophiata,319
Hibiscus platanifolius,158
Lophotriorchis kienerii,542
Lyonia ovalifolia,303
Megisba malaya,2376
Oxyopes shweta,1450
Papilio bianor,2124
Rusa unicolor,4409
Telicota ancilla,1289
Cenchrus setigerus,50
Oryza sativa,1500
Prunus persica,295
Sterculia rubiginosa,193
Anonychia grisea,365
Cuculus canorus,249
Gossypium hirsutum,214
Rhinolophus yunanensis,176
Setaria verticillata,134
Stenozygum speciosum,185
Stereum ostrea,193
Iton semamora,15
Benstonea foetida,140
Chilades parrhasius,2382
Dicrurus paradiseus,4426
Hemitragus jemlahicus,675
Homaea clathrum,369
Ipomoea hederifolia,1084
Luscinia calliope,238
Matapa sasivarna,416
Mimosa rubicaulis,460
Neptis nata,512
Peltophorum pterocarpum,5649
Pica pica,124
Pseudomussaenda flava,87
Psilopogon duvaucelii,207
Psittacula longicauda,62
Pycnospora lutescens,217
Rhodomyrtus tomentosa,433
Dendrobium ovatum,286
Lacera procellosa,269
Raorchestes flaviocularis,195
Suaeda maritima,166
Bambusa pallida,40
Ceropegia lucida,153
Clanis phalaris,2
Trilocha varians,158
Barleria pilosa,99
Hopea ponga,213
Numenes patrana,134
Salpornis spilonotus,130
Ceriagrion rubiae,125
Chloropsis aurifrons,3095
Copera vittata,1261
Crotalaria obtecta,14
Cyornis rubeculoides,756
Hersilia savignyi,2103
Indothemis carnatica,1576
Leea indica,802
Nyctibatrachus vrijeuni,174
Ottelia alismoides,123
Palpopleura sexmaculata,1290
Pavetta indica,685
Plumeria pudica,848
Spindasis vulcanus,10482
Tadorna ferruginea,3709
Tremella fuciformis,241
Boiga forsteni,1009
Clerodendrum splendens,64
Ichthyaetus ichthyaetus,530
Jamides pura,90
Macaca fascicularis,314
Melanobatrachus indicus,153
Notarcha quaternalis,195
Ageratina riparia,175
Boiga quincunciata,242
Combretum albidum,390
Opuntia tomentosa,124
Curetis saronis,65
Cyanotis vivipara,206
Senna septemtrionalis,239
Ananas comosus,1666
Argyreia hookeri,111
Azolla pinnata,235
Batagur dhongoka,331
Bischofia javanica,352
Campylotes histrionicus,494
Dicrurus macrocercus,11799
Drosera peltata,553
Emberiza bruniceps,240
Eucalyptus camaldulensis,604
Eurybrachys tomentosa,1564
Lymantria concolor,596
Malachra capitata,350
Menemerus bivittatus,1342
Micropternus brachyurus,337
Mimusops elengi,5025
Phoenix sylvestris,5579
Upupa epops,8829
Vateria indica,760
Argyreia nervosa,491
Callosciurus erythraeus,569
Heterophrictus aareyensis,163
Mycalesis subdita,211
Notopterus notopterus,199
Picea smithiana,214
Abies pindrow,191
Actinodaphne madraspatana,86
Alocasia odora,59
Zingiber cernuum,112
Curcuma zedoaria,157
Habenaria foliosa,202
Alectoris chukar,227
Anas poecilorhyncha,7019
Centrosema pubescens,503
Cirrhochrista pulchellalis,158
Cupha erymanthis,6066
Drimia indica,197
Echis carinatus,4493
Geochelone elegans,3179
Mareca strepera,608
Pangshura tecta,1965
Polypedates pseudocruciger,816
Tanaecia julii,1516
Tor remadevii,24
Pericrocotus brevirostris,165
Suaeda fruticosa,22
Sympetrum striolatum,155
Aegocera bimacula,358
Amphithemis vacillans,131
Rumohra adiantiformis,194
Anomis privata,7
Pieris melete,0
Bidens tripartita,120
Boiga gocool,548
Buteo buteo,246
Calotes nemoricola,614
Canavalia ensiformis,296
Castanopsis tribuloides,144
Cupitha purreea,1257
Gonyosoma prasinum,79
Koruthaialos butleri,205
Odonus niger,156
Ouret lanata,521
Phazaca leucocera,297
Thaduka multicaudata,170
Triticum aestivum,107
Trypanophora semihyalina,197
Amaranthus blitum,109
Latidens salimalii,166
Pericrocotus divaricatus,210
Pseudagrion australasiae,231
Strobilanthes kunthiana,194
Treron bicinctus,754
Dactyloplusia impulsa,15
Ficus neriifolia,97
Parantica nilgiriensis,178
Passiflora incarnata,325
Penthicodes nicobarica,8
Solanum viarum,339
Caprimulgus europaeus,192
Coeliccia didyma,27
Leptonychia caudata,65
Luvunga sarmentosa,255
Murdannia edulis,193
Pellorneum palustre,83
Andrographis echioides,249
Apus affinis,388
Azadirachta indica,19620
Capparis brevispina,424
Chaetornis striata,451
Galphimia gracilis,606
Kallima horsfieldii,3883
Lepidagathis cuspidata,253
Limonia acidissima,1096
Motacilla tschutschensis,126
Papilio protenor,1491
Rosa webbiana,52
Saraca indica,233
Sitana ponticeriana,1007
Sitta formosa,108
Hyllus diardi,56
Montanoa bipinnatifida,100
Primula sikkimensis,34
Rallus aquaticus,202
Kalanchoe laciniata,188
Anaphyllum wightii,86
Artabotrys zeylanicus,106
Catunaregam spinosa,700
Channa striata,165
Raorchestes signatus,1397
Ratufa indica,6428
Sitta frontalis,2132
Terminalia bellirica,2336
Zanthoxylum ovalifolium,60
Dactyloctenium aegyptium,602
Diospyros buxifolia,339
Embelia ribes,135
Euphaea cardinalis,210
Goniothalamus cardiopetalus,383
Lophophleps purpurea,167
Nymphoides indica,494
Rostellularia procumbens,178
Calidris pugnax,184
Capparis floribunda,143
Combretum trifoliatum,62
Haliaeetus albicilla,158
Liopeltis calamaria,95
Morina longifolia,22
Sida spinosa,24
Anaphalis neelgerryana,201
Anthracoceros albirostris,869
Aphananthe cuspidata,187
Glaucidium cuculoides,981
Heteropoda venatoria,1404
Lippia alba,447
Melanochelys trijuga,16431
Physalis angulata,299
Pluvialis squatarola,205
Rhynchostylis gigantea,8
Tabebuia heterophylla,388
Tetraponera rufonigra,1186
Vigna khandalensis,158
Adisura marginalis,140
Ceriagrion auranticum,70
Croton tiglium,20
Duttaphrynus microtympanum,291
Euthalia alpheda,164
Holigarna nigra,387
Agave americana,412
Calligonum polygonoides,54
Dendrelaphis chairecacos,174
Gagata cenia,154
Indirana tysoni,381
Opuntia monacantha,336
Raorchestes leucolatus,207
Spathiphyllum wallisii,265
Gesonia obeditalis,116
Herpetogramma nigricornalis,124
Alternanthera philoxeroides,502
Bayadera indica,355
Gardenia latifolia,345
Grewia serrulata,296
Ninox scutulata,517
Oxalis corniculata,1571
Phyllanthus emblica,4885
Pogostemon quadrifolius,70
Sus scrofa,5106
Utricularia babui,159
Arborophila rufogularis,190
Camellia sinensis,177
Graphium cloanthus,205
Henosepilachna vigintioctopunctata,130
Lestes dorothea,304
Lestes viridulus,203
Sapindus trifoliatus,78
Scolopendra subspinipes,195
Taphozous melanopogon,396
Viola canescens,174
Camonea vitifolia,239
Hibiscus acetosella,14
Eumorphus quadriguttatus,15
Lobelia nummularia,186
Amorphophallus bulbifer,214
Biophytum sensitivum,3874
Caesalpinia pulcherrima,3598
Chassalia curviflora,829
Cicindela duponti,110
Coryphophylax subcristatus,1220
Cuon alpinus,1866
Epophthalmia vittata,693
Glaucidium radiatum,2285
Gossypium arboreum,310
Hibiscus hispidissimus,696
Ischnura senegalensis,12615
Mucuna pruriens,928
Nymphaea rubra,0
Poltys columnaris,194
Pterocarpus dalbergioides,290
Rhacophorus bipunctatus,316
Tagiades litigiosa,5686
Tetracerus quadricornis,677
Trema orientale,1067
Uperodon mormoratus,2822
Vincetoxicum indicum,417
Xanthium strumarium,1002
Yasoda tripunctata,2243
Clerodendrum chinense,228
Euphorbia thymifolia,102
Fritillaria cirrhosa,24
Micryletta aishani,142
Cyrtarachne sundari,19
Podocarpus neriifolius,129
Angelonia angustifolia,187
Calophyllum polyanthum,92
Ceriops decandra,180
Earias cupreoviridis,309
Epipogium roseum,206
Impatiens jerdoniae,69
Lactuca tatarica,103
Paradoxornis flavirostris,37
Acolutha pictaria,114
Albizia odoratissima,115
Ampelocissus tomentosa,62
Anguilla bengalensis,208
Cocos nucifera,6797
Curoba sangarida,964
Delias descombesi,2215
Duttaphrynus scaber,655
Eclipta prostrata,3282
Euthalia nais,1452
Hirundo smithii,1205
Hystrix indica,882
Lathrecista asiatica,4602
Malayopython reticulatus,310
Miniopterus schreibersii,268
Muscicapa muttui,725
Paraechinus nudiventris,89
Phoenicurus fuliginosus,367
Pseudozizeeria maha,9100
Tagiades japetus,3715
Ticanto crista,459
Tringa glareola,3864
Vestalis apicalis,2654
Aletris pauciflora,51
Ambulyx sericeipennis,196
Ardisia pauciflora,327
Calliophis castoe,49
Cucurbita pepo,514
Neptis harita,611
Psilopogon virens,301
Stemodia viscosa,211
Timalia pileata,310
Xenobolus carnifex,391
Zinnia peruviana,100
Cydalima conchylalis,184
Flueggea virosa,233
Raorchestes munnarensis,61
Syllepte sellalis,133
Syngamia latimarginalis,43
Vigna umbellata,41
Cymbidium devonianum,156
Diospyros ghatensis,184
Merops viridis,89
Picea abies,81
Acmella paniculata,226
Aglaia simplicifolia,505
Amblypodia anita,2472
Averrhoa bilimbi,2979
Cedrus deodara,1122
Cisticola juncidis,1191
Clerodendrum trichotomum,201
Euripus nyctelius,431
Heliotropium indicum,2232
Heteroglaux blewitti,62
Hygrophila serpyllum,163
Ixora coccinea,5765
Leucas stelligera,263
Lophura leucomelanos,939
Myristica fragrans,977
Neptis magadha,217
Siler semiglaucus,3134
Trachypithecus geei,596
Urtica dioica,415
Zingiber zerumbet,681
Dermochelys coriacea,50
Eugenia singampattiana,72
Euphorbia caducifolia,241
Hodgsonia heteroclita,48
Hyla annectans,481
Indolestes gracilis,109
Laudakia tuberculata,988
Parambassis lala,145
Populus deltoides,419
Sorbus microphylla,56
Cypsiurus balasiensis,95
Oberonia brachystachys,165
Rhacophorus translineatus,210
Acridotheres tristis,9037
Bubo coromandus,289
Cissa chinensis,253
Cratilla metallica,151
Distimake aegyptius,137
Draco norvillii,81
Eranthemum capense,148
Euphaea dispar,561
Euphorbia rothiana,410
Geoclemys hamiltonii,945
Grus antigone,994
Haliastur indus,10069
Hyperythra lutea,1532
Machilus gamblei,59
Manouria impressa,135
Mikania micrantha,2344
Notocrypta feisthamelii,268
Sibynophis sagittarius,405
Solanum incanum,142
Sylvia curruca,415
Vachellia leucophloea,1729
Yuhina flavicollis,239
Ziziphus nummularia,897
Zoothera mollissima,82
Bulbophyllum crassipes,180
Canavalia rosea,61
Diospyros saldanhae,578
Indigofera cassioides,229
Ithaginis cruentus,247
Macronus gularis,448
Oscillatoria princeps,362
Parasarpa zayla,398
Polistes sagittarius,200
Sylviparus modestus,71
Uropeltis rubromaculata,130
Phanera roxburghiana,148
Pupalia lappacea,31
Symplocos acuminata,15
Tropidophorus assamensis,85
Barleria tomentosa,171
Brachycorythis obcordata,175
Cnemaspis wynadensis,20
Maliattha quadripartita,148
Phoenicurus auroreus,29
Physochlaina praealta,36
Swertia corymbosa,6
Arctornis comma,131
Aponogeton natans,628
Blastania cerasiformis,173
Calinaga buddha,140
Cassytha filiformis,982
Celosia argentea,1678
Choaspes benjaminii,638
Diplacodes trivialis,35849
Elymnias hypermnestra,11245
Ghatixalus variabilis,880
Glyphodes bivitralis,869
Hebius monticola,1081
Jacaranda mimosifolia,3297
Macrobrochis prasena,560
Melilotus indicus,208
Microhyla ornata,3266
Nyctibatrachus poocha,182
Rhacophorus calcadensis,1155
Saara hardwickii,1789
Sterculia urens,1369
Syzygium laetum,868
Vespa mandarinia,401
Bos taurus,344
Castanospermum australe,525
Childrena childreni,355
Cissus discolor,311
Tamilnadia uliginosa,457
Diospyros bourdillonii,204
Lethe insana,200
Rubrindiania cardinalis,18
Strychnos colubrina,68
Amolops viridimaculatus,107
Diacamma ceylonense,14
Alnus nepalensis,597
Bauhinia purpurea,3822
Bulbophyllum rothschildianum,183
Eterusia aedea,1102
Getonia floribunda,802
Hydrophylax malabaricus,953
Ludwigia perennis,634
Oriolus oriolus,2184
Sarangesa purendra,1137
Selinum vaginatum,163
Senna polyphylla,51
Solanum capsicoides,47
Spinifex littoreus,271
Triumfetta rotundifolia,92
Vanellus cinereus,751
Ypthima nikaea,528
Zhangixalus prasinatus,124
Chlumetia transversa,195
Enterolobium contortisiliquum,254
Ictinogomphus decoratus,43
Liurana medogensis,12
Parmelia sulcata,468
Terminalia coronata,255
Vitex leucoxylon,518
Zeuxine longilabris,634
Actias maenas,608
Crotalaria juncea,104
Diodon hystrix,204
Senecio edgeworthii,43
Aricia agestis,419
Bos frontalis,7014
Cnemaspis littoralis,1435
Commiphora berryi,386
Coracina macei,1313
Dicrurus caerulescens,1805
Dysphaea ethela,738
Eriovixia gryffindori,549
Ganoderma lucidum,229
Habenaria heyneana,462
Impatiens bracteolata,21
Ischnura rufostigma,358
Pilea microphylla,1001
Piper betle,1384
Polypedates teraiensis,620
Rhincodon typus,87
Rhipidura aureola,576
Stichophthalma camadeva,105
Stromatium barbatum,549
