species,decimalLatitude,decimalLongitude,individualCount
Batagur baska,21.988962,88.755847,81
Batagur dhongoka,26.764038,78.808518,155
Batagur kachuga,26.78657,78.162144,200
Batasio fasciolatus,26.925743,92.845459,35
Batocera rufomaculata,12.085384,75.23478,211
Batrachostomus hodgsoni,25.092129,94.360367,5
Batrachostomus moniliger,13.56631,75.134205,207
Bauhinia acuminata,10.97227,76.15447,191
Bauhinia blakeana,13.010213,77.653404,172
Bauhinia phoenicea,14.455122,74.710487,136
Bauhinia purpurea,25.2069,75.8424,207
Bauhinia racemosa,18.410673,73.858566,204
Bauhinia tomentosa,21.047325,75.852646,139
Bauhinia variegata,25.777016,93.155312,202
Bayadera indica,30.37659,78.061241,184
Beara dichromella,14.619639,74.844077,37
Beaucarnea recurvata,28.5531,77.0847,186
Beddomixalus bijui,10.095078,77.063942,181
Begonia coccinea,10.302628,76.332077,114
Begonia crenata,18.540813,73.453217,168
Begonia floccifera,8.956976,77.181534,198
Begonia grandis,8.4875,76.952499,172
Begonia malabarica,13.086233,80.180161,193
Begonia picta,18.438712,82.660301,192
Begonia roxburghii,24.430791,92.355635,35
Beilschmiedia wightii,10.532581,76.343155,185
Belenois aurota,28.539803,77.166405,211
Belionota prasina,13.037996,80.240234,42
Bellis perennis,11.352,76.8321,43
Benkara malabarica,8.504928,77.466446,178
Benstonea foetida,10.309346,76.742767,85
Bentinckia condapanna,8.485616,77.492065,141
Berberis jaeschkeana,27.774696,88.541222,115
Bergenia ciliata,30.730474,79.437332,122
Bergia ammannioides,12.513136,78.150742,52
Berrya cordifolia,10.527039,76.360832,173
Berta chrysolineata,27.1994,92.484528,14
Beta vulgaris,22.746128,77.719353,205
Betula alnoides,30.728041,79.605301,84
Betula utilis,30.728041,79.605301,83
Bhesa indica,9.439918,77.169518,45
Bhutanitis lidderdalii,25.143524,94.28334,71
Biancaea decapetala,13.162316,75.86792,106
Biancaea sappan,11.916494,75.731163,179
Bibasis sena,26.762127,91.216942,209
Bidens bipinnata,11.663501,76.604752,135
Bidens biternata,17.676916,73.971161,192
Bidens pilosa,8.759942,77.116875,184
Bidens tripartita,25.189,75.83,120
Bignonia callistegioides,25.98606,90.786566,168
Bijoaraneus mitificus,24.43202,92.330688,125
Bindahara phocides,16.372388,73.863555,108
Biophytum reinwardtii,9.923985,76.769485,187
Biophytum sensitivum,9.440031,76.853951,205
Bipalium kewense,10.50806,76.251533,24
Birgus latro,7.959363,93.312057,172
Bischofia javanica,12.224535,75.649574,211
Bismarckia nobilis,12.971807,77.722641,194
Biston suppressaria,24.43202,92.330688,175
Bistorta affinis,27.532972,88.512218,179
Bistorta vacciniifolia,30.728041,79.605301,1
Bistorta vivipara,27.774696,88.541222,136
Bixa orellana,12.910491,77.585716,181
Blachia denudata,11.842961,75.665031,75
Blachia umbellata,12.553809,75.677773,157
Blainvillea acmella,10.307011,76.334059,118
Blastania cerasiformis,25.3472,76.0136,173
Blepharis integrifolia,12.916517,79.132499,132
Blepharis maderaspatensis,10.874376,76.129096,206
Blepharispermum petiolare,8.68834,77.309467,98
Blumea axillaris,18.8162,72.944,35
Blumea balsamifera,25.143525,94.283342,82
Blumea eriantha,18.462412,73.412628,27
Blumea lacera,18.540813,73.453217,208
Blumea obliqua,12.94874,79.318978,146
Blythia reticulata,26.687344,94.340973,106
Blythophryne beryet,11.759814,92.738342,179
Bocchoris inspersalis,14.351889,75.739738,210
Boenninghausenia albiflora,30.618549,79.561707,182
Boerhavia coccinea,17.633064,75.696442,95
Boerhavia diffusa,18.958055,84.552361,211
Boerhavia erecta,11.854699,79.347351,44
Boiga beddomei,15.940063,73.992722,201
Boiga ceylonensis,11.011779,76.629097,138
Boiga cyanea,26.112101,91.652046,188
Boiga flaviviridis,13.19073,78.018038,205
Boiga forsteni,11.845,78.665001,187
Boiga gocool,25.968244,93.437215,182
Boiga multifasciata,30.459162,78.09832,118
Boiga multomaculata,27.394021,95.606825,69
Boiga nuchalis,14.924322,74.828118,191
Boiga ochracea,26.647336,89.548337,25
Boiga quincunciata,27.394021,95.606825,164
Boiga siamensis,27.392708,95.606117,155
Boiga thackerayi,8.993458,77.16608,63
Boiga trigonata,22.454393,86.873534,211
Boiga wallachi,7.007565,93.904785,151
Boiga westermanni,20.793699,76.695267,101
Boleophthalmus boddarti,15.509038,73.943197,168
Bombax ceiba,25.2061,75.8401,211
Bombax insigne,19.436543,72.917702,186
Bombyx mori,14.7067,76.3346,174
Bonnaya antipoda,11.353002,76.79591,149
Bonnaya ciliata,16.669563,73.386719,179
Borassus flabellifer,11.637592,76.525701,211
Borbo cinnara,19.2877,72.8417,209
Bos frontalis,11.127123,78.656891,211
Bos grunniens,27.669563,88.800957,201
Bos taurus,15.317278,75.713888,200
Boselaphus tragocamelus,26.017328,76.502571,210
Boswellia serrata,18.41604,73.856201,210
Botaurus stellaris,19.218605,72.814438,187
Botia dario,26.986038,94.307884,114
Botyodes asialis,8.088306,77.538452,208
Botyodes flavibasalis,11.252778,76.513611,203
Bougainvillea glabra,13.005697,77.660771,206
Bougainvillea spectabilis,22.680816,88.35242,132
Brachychiton acerifolius,12.307237,76.657021,158
Brachycorythis helferi,24.43202,92.330688,130
Brachycorythis obcordata,25.143524,94.28334,152
Brachydiplax chalybea,9.377254,76.35778,195
Brachydiplax farinosa,23.184226,88.577526,210
Brachydiplax sobrina,22.974727,88.433721,210
Brachymeria nephantidis,10.029034,76.359016,167
Brachypterum scandens,11.835275,75.839096,158
Brachypteryx hyperythra,28.216534,95.796234,202
Brachypteryx leucophris,24.363462,92.339699,54
Brachytes bicolor,17.258756,78.689154,39
Brachythemis contaminata,22.972466,88.444389,211
Bradina diagonalis,27.201511,92.47673,205
Bradina melanoperas,27.364548,95.316795,19
Bradinopyga geminata,25.594095,85.137565,211
Bradinopyga konkanensis,19.150966,72.883129,104
Brahmaea hearseyi,25.143524,94.28334,124
Brancus calebi,12.227628,76.612388,207
Brassica cretica,9.851561,76.382912,24
Brassica juncea,11.504776,77.238396,193
Brassica oleracea,24.753241,92.844727,126
Brassica rapa,25.2123,75.8089,44
Brettus anchorum,9.951943,76.311035,91
Brettus cingulatus,12.906343,77.585682,178
Breynia androgyna,11.916494,75.731163,191
Breynia retusa,19.149395,72.879585,200
Breynia vitis-idaea,13.224739,75.249138,200
Bridelia ovata,8.487494,76.948624,81
Bridelia retusa,9.923864,76.769501,209
Bridelia stipularis,16.636274,73.363007,183
Brihaspa atrostigmella,24.464465,92.537126,56
Brithys crini,22.178616,88.185387,172
Brixia albomaculata,13.566339,75.134214,55
Bronchocela danieli,6.823233,93.859207,177
Bronchocela rubrigularis,8.172224,93.481398,147
Brotia costula,24.501989,93.776894,143
Broussonetia papyrifera,13.039178,77.536011,210
Browallia americana,11.410204,76.695032,108
Brownea coccinea,8.612326,76.834109,203
Brugmansia arborea,11.703206,76.0834,113
Brugmansia suaveolens,25.613142,91.898147,148
Brugmansia versicolor,8.481392,76.954224,163
Bruguiera cylindrica,11.901567,79.804794,195
Bruguiera gymnorhiza,16.809471,82.305107,57
Brumoides suturalis,18.282526,73.973495,54
Bubalus bubalis,26.602974,93.411792,184
Bubo bengalensis,18.59371,75.305206,187
Bubo bubo,8.510594,76.954938,176
Bubo coromandus,27.159269,77.523201,142
Bubo nipalensis,11.774792,78.209705,200
Bubulcus ibis,17.67804,80.663551,209
Buceros bicornis,14.635908,74.43203,211
Buchanania axillaris,13.687322,79.575111,179
Buchanania lanceolata,11.43241,76.859291,204
Buddleja asiatica,12.873392,75.646362,64
Budorcas taxicolor,27.347747,93.079564,120
Bufoniceps laungwalaensis,26.758793,70.456352,202
Bufotes latastii,34.078661,74.765892,178
Buglossoides arvensis,13.170984,80.199112,33
Bulbophyllum crassipes,12.825641,75.569965,180
Bulbophyllum fimbriatum,12.873392,75.646362,208
Bulbophyllum gymnopus,25.431881,92.239624,196
Bulbophyllum mysorense,13.316144,75.772044,30
Bulbophyllum rothschildianum,25.143525,94.283342,183
Bulbophyllum sterile,25.143525,94.283342,18
Bulbophyllum stocksii,12.103781,75.815277,72
Bulbophyllum tremulum,14.617094,74.844864,202
Bulweria fallax,24.622173,93.791771,24
Bungarus andamanensis,11.615309,92.619209,168
Bungarus caeruleus,15.268854,76.390923,208
Bungarus fasciatus,26.689716,91.909927,147
Bungarus lividus,26.543478,88.720528,156
Bungarus niger,24.435018,92.330296,149
Bungarus walli,26.34524,89.448208,146
Burara harisa,26.186716,91.723616,155
Burara jaina,12.22408,75.562604,167
Burara oedipodea,24.352674,92.344815,94
Burhinus indicus,28.52673,77.575363,209
Burmagomphus pyramidalis,23.13059,79.802361,211
Burmagomphus sivalikensis,26.645924,89.549004,121
Burmannia coelestis,18.495237,73.400261,119
Butastur teesa,13.740052,77.323237,206
Butea monosperma,19.412716,80.109329,210
Butea superba,22.344223,78.669655,197
Buteo buteo,11.446147,76.674118,162
Buteo hemilasius,33.311497,77.958939,44
Buteo refectus,27.342297,88.841324,131
Buteo rufinus,28.52673,77.575363,44
Butorides striata,10.549229,76.236855,211
Buzara onelia,14.619639,74.844077,94
Byasa dasarada,27.445472,96.535809,189
Byasa polyeuctes,26.82024,91.412949,200
Byblia ilithyia,21.231832,81.45811,208
Cacomantis merulinus,19.919405,85.42543,163
Cacomantis passerinus,12.193462,77.851181,196
Cacomantis sonneratii,17.612762,81.699402,198
Caconeura ramburi,22.467445,78.434586,160
Caconeura risi,8.9633,77.0503,141
Cadaba fruticosa,12.031528,77.592026,178
Cadaba trifoliata,8.504928,77.466446,175
Caduca albopunctata,28.446607,94.835003,164
Caesalpinia pulcherrima,10.78673,76.654793,199
Caesulia axillaris,23.005627,78.230751,153
Cajanus albicans,12.579581,78.639877,44
Cajanus cajan,12.916516,79.1325,182
Cajanus lineatus,12.217127,75.608803,108
Cajanus scarabaeoides,20.2062,85.4612,26
Calacanthus grandiflorus,18.972485,73.22493,114
Caladium bicolor,13.352532,74.792824,191
Calamaria pavimentata,25.461943,90.321747,154
Calamus gamblei,12.549118,75.686874,206
Calamus tenuis,26.9873,94.3111,34
Calandrella brachydactyla,12.967263,74.847125,14
Calandrella cheleensis,24.352674,92.344818,6
Calandrella raytal,26.932489,92.877663,158
Calanthe sylvatica,27.206396,95.443893,80
Calanthe tankervilleae,25.174323,94.368718,172
Calanthe wallichii,25.521309,91.255409,2
Calceolaria mexicana,11.428046,76.560379,65
Calceolaria tripartita,13.39094,75.721382,145
Calendula officinalis,20.2141,85.4864,168
Calesia haemorrhoa,22.977714,88.438211,172
Calesia stillifera,18.235264,73.580639,202
Caleta caleta,19.214706,72.910622,162
Caleta decidia,8.726824,76.938379,206
Caleta elna,25.244881,91.508858,209
Caleta roxus,22.867069,92.765536,197
Calicnemia eximia,26.753367,89.599922,207
Calidris alba,15.614233,73.735542,151
Calidris minuta,15.296252,74.003914,199
Calidris pugnax,15.045639,76.207353,184
Calidris temminckii,23.47147,87.30618,140
Calidris tenuirostris,9.995034,76.224693,176
Calinaga buddha,26.747884,89.607989,122
Callerebia hybrida,29.377731,79.489371,157
Callerebia nirmala,30.458883,79.679291,101
Callerebia scanda,30.455453,78.102273,178
Calletaera postvittata,8.088306,77.538452,133
Calliandra haematocephala,10.198501,76.260222,201
Calliandra selloi,13.046599,77.585587,142
Calliandra tergemina,11.947052,79.801254,89
Callicarpa arborea,24.687019,92.753395,172
Callicarpa tomentosa,30.657778,78.382774,184
Calligonum polygonoides,28.591313,74.440839,54
Calliophis bibroni,11.899935,76.037834,142
Calliophis castoe,15.866326,73.649913,49
Calliophis melanurus,12.225285,79.074699,151
Calliophis nigrescens,10.326973,76.955397,204
Calliphora vomitoria,9.223338,76.776932,182
Callistemon brachyandrus,25.143525,94.283342,71
Callistemon citrinus,26.870798,75.809639,202
Callistemon rigidus,12.910624,77.590988,195
Callistemon viminalis,16.215153,74.525818,206
Calliteara grotei,25.612099,91.897713,138
Callopistria guttulalis,11.459742,76.68335,132
Callopistria maillardi,18.540813,73.453217,171
Callosciurus erythraeus,24.43202,92.330688,200
Callosciurus pygerythrus,24.43202,92.330688,190
Callyna jugaria,28.446607,94.835003,22
Calocypha laidlawi,10.159207,76.913887,161
Calodactylodes aureus,19.526499,83.407333,186
Calophyllum austroindicum,10.3,77.0,161
Calophyllum inophyllum,11.587559,76.100336,204
Calophyllum pascalianum,8.504928,77.466446,112
Calophyllum polyanthum,12.56914,75.652718,92
Calotes calotes,11.457326,75.684082,202
Calotes emma,25.250479,91.672409,184
Calotes grandisquamis,10.296658,76.968521,200
Calotes jerdoni,25.143524,94.28334,210
Calotes minor,24.575226,76.148087,113
Calotes mystaceus,24.497538,93.986321,175
Calotes nemoricola,10.359587,76.927124,176
Calotes versicolor,12.9601,80.2149,211
Calotropis gigantea,10.124594,76.318458,209
Calotropis procera,25.2274,75.8372,203
Caltoris cahira,11.734461,78.202039,68
Caltoris canaraica,11.734461,78.202039,184
Caltoris kumara,26.523852,93.962337,203
Calvatia pyriformis,25.143525,94.283342,92
Calyptocarpus vialis,12.333134,76.454865,159
Camacinia gigantea,23.586809,91.465225,148
Camaricus formosus,10.029107,76.35898,160
Camaricus maugei,13.566339,75.134214,135
Camaricus rinkae,12.762084,75.018764,53
Camellia japonica,32.239632,77.188713,197
Camellia sinensis,27.5741,95.3268,97
Camonea vitifolia,12.11867,75.518935,168
Campanula latifolia,30.728041,79.605301,59
Campiglossa producta,11.365542,76.790092,126
Camponotus angusticollis,18.698286,73.390045,134
Camponotus compressus,14.6306,77.6231,200
Camponotus irritans,9.481674,76.387878,182
Camponotus rufoglaucus,8.79,77.4608,179
Camponotus sericeus,13.130651,77.546502,169
Campsis radicans,26.914411,75.731873,136
Campylotes histrionicus,32.529999,75.980003,191
Cananga odorata,10.983956,76.737453,185
Canarium strictum,8.81566,77.013268,194
Canavalia cathartica,22.514238,70.154022,114
Canavalia ensiformis,8.713913,77.756653,143
Canavalia rosea,21.3234,72.8523,31
Cania bilinea,27.492283,96.219719,132
Canis aureus,27.171635,77.507797,203
Canis lupus,9.621939,76.331162,185
Canna indica,10.0317,76.2928,180
Cannabis sativa,26.974077,94.310356,208
Cannomys badius,23.503433,92.417969,185
Canscora diffusa,18.6606,72.936,95
Cansjera rheedei,12.743846,79.073334,31
Cantao ocellatus,24.441694,92.385063,204
Canthium angustifolium,9.768209,76.54718,204
Canthium coromandelicum,12.936437,79.327553,206
Canthophrys gongota,26.838163,92.849579,18
Capparis brevispina,12.232194,79.080879,199
Capparis decidua,25.3543,75.9988,196
Capparis divaricata,10.979827,78.271282,209
Capparis diversifolia,8.504928,77.466446,122
Capparis floribunda,12.032208,75.256348,143
Capparis grandiflora,11.604632,77.076591,145
Capparis grandis,10.475245,77.154266,208
Capparis moonii,16.639093,73.356804,206
Capparis sepiaria,11.54798,76.708603,128
Capparis zeylanica,22.774282,77.761917,183
Capra hircus,23.652987,88.117546,192
Capra sibirica,32.639016,77.185181,153
Caprimulgus affinis,15.411398,74.200066,92
Caprimulgus andamanicus,12.838985,92.85023,185
Caprimulgus asiaticus,23.461821,71.287421,209
Caprimulgus atripennis,15.439055,74.252609,182
Caprimulgus europaeus,27.6094,75.139908,192
Caprimulgus indicus,15.439055,74.252609,178
Caprimulgus macrurus,27.216982,77.489517,180
Caprimulgus mahrattensis,23.4618,71.287399,201
Caprolagus hispidus,26.659422,91.001129,47
Caprona agama,8.666576,77.171333,169
Caprona ransonnettii,11.774792,78.209705,207
Capsicum annuum,8.269011,77.686539,180
Capsicum chinense,25.143525,94.283342,9
Capsicum frutescens,16.746059,73.332191,202
Caracal caracal,23.330672,69.276861,184
Carallia brachiata,12.914142,74.855957,195
Caranx ignobilis,14.845656,74.116032,64
Carassius auratus,10.09736,76.350286,69
Carcharhinus leucas,19.61853,73.003921,93
Cardiospermum corindum,13.131161,77.549149,205
Cardiospermum halicacabum,11.854699,79.347351,205
Carduelis carduelis,31.665237,78.31665,131
Carea angulata,23.257102,85.347215,76
Careya arborea,14.33682,75.716766,207
Carica papaya,20.2111,85.4788,211
Caridina gracilirostris,9.626928,76.370964,10
Carissa carandas,8.48595,77.047108,203
Carissa spinarum,15.553991,74.059792,207
Carpinus faginea,30.618549,79.561707,151
Carpodacus erythrinus,29.344309,79.529434,198
Carpodacus rodochroa,29.423611,79.426941,144
Carpodacus sipahi,27.136147,92.454926,61
Carrhotus sannio,24.43202,92.330688,211
Carrhotus viduus,20.484349,86.119197,210
Carriola ecnomoda,24.43202,92.330688,206
Carthamus tinctorius,18.883837,76.788643,80
Caryota mitis,20.2172,85.4975,11
Caryota urens,10.063149,76.774925,193
Cascabela thevetia,22.681172,88.352076,205
Casearia graveolens,16.730972,73.321091,168
Casearia rubescens,12.103781,75.815277,54
Casearia thwaitesii,8.81566,77.013268,157
Casearia tomentosa,13.853636,75.428635,144
Casimiroa edulis,12.952461,77.586342,168
Cassia fistula,28.695858,77.172157,210
Cassia grandis,11.93688,79.835281,183
Cassia javanica,26.912434,75.787271,185
Cassia roxburghii,11.937683,79.834808,172
Cassytha filiformis,10.327063,76.142686,191
Castalius rosimon,20.8174,80.0243,211
Castanopsis indica,24.906511,93.826729,144
Castanopsis tribuloides,24.906511,93.826729,144
Castanospermum australe,8.549304,76.977264,146
Castianeira zetes,9.952281,76.311378,194
Castilla elastica,11.842961,75.665031,163
Casuarina equisetifolia,25.2297,75.8347,203
Catacanthus incarnatus,14.617094,74.844864,182
Catada transversalis,30.634033,79.547348,56
Cataglyphis longipedem,25.086132,82.753593,40
Catapaecilma major,14.600275,74.85661,170
Cataulacus taprobanae,13.066,77.5773,18
Catharanthus pusillus,9.979383,76.471771,187
Catharanthus roseus,9.310755,76.541476,208
Catochrysops panormus,25.357836,90.66189,211
Catochrysops strabo,20.1977,85.44,208
Catopsilia pomona,18.980478,73.262711,211
Catopsilia pyranthe,14.9525,74.697222,210
Catopuma temminckii,27.104,92.398,66
Catreus wallichii,29.423611,79.426941,199
Catunaregam spinosa,17.965227,73.639519,198
Caulerpa racemosa,11.595615,92.607964,33
Causonis trifolia,22.7335,77.739,198
Cayratia pedata,12.916516,79.1325,131
Cechetra scotti,28.446607,94.835003,199
Cecropis daurica,20.193781,79.340027,204
Cedrus deodara,30.116581,79.700722,211
Ceiba pentandra,10.808503,75.966384,208
Ceiba speciosa,18.524565,73.722878,196
Celaenorrhinus ambareesa,19.018236,73.279388,192
Celaenorrhinus aurivittata,24.368982,92.348825,182
Celaenorrhinus leucocera,24.352674,92.344815,184
Celaenorrhinus munda,30.543278,78.182111,32
Celaenorrhinus putra,26.722933,89.604309,108
Celaenorrhinus ratna,27.545063,93.895975,210
Celaenorrhinus ruficornis,13.566083,75.128487,23
Celastrina argiolus,27.303199,88.20716,165
Celastrina gigas,29.460415,79.655824,174
Celastrina huegeli,30.465218,78.012733,197
Celastrina lavendularis,19.0525,72.8626,199
Celastrus paniculatus,11.835275,75.839096,188
Celenna festivaria,8.088306,77.538452,154
Celosia argentea,22.7326,77.7374,205
Celtis philippensis,8.68834,77.309471,115
Celtis tetrandra,11.432412,76.859222,187
